num,located,located2,moni_address,lon,lat,stat,st_code,pm2_5,geom,pm10,o3,no2,co,so2
135,인천,계산,인천 계양구 계양산로134번길 18(계산동) 계양도서관 옥상,126.7301095,37.54600196,정좌표,032,36,0101000020E6100000EE3F321DBAAE5F403EE06864E3C54240,95,0.079,0.029,0.8,0.004
69,경기,비전동,경기 평택시 중앙로 275 자원봉사센터,127.1126239,36.99106141,정좌표,031,33,0101000020E6100000DFCFDF3A35C75F408A23AC19DB7E4240,77,0.114,0.011,0.4,0.005
75,경기,선단동,경기 포천시 삼육사로 2186번길 11-15 선단보건지소,127.1593101,37.85347158,정좌표,031,27,0101000020E61000000A5BFD2232CA5F402D15868E3EED4240,64,0.111,0.012,0.4,0.005
25,서울,중랑구,서울 중랑구 용마산로 369 건강가정지원센터,127.0940384,37.58491578,정좌표,02,31,0101000020E61000005D24A3B904C65F40D6013185DECA4240,81,0.088,0.032,0.5,0.004
259,부산,광안동,부산 수영구 광안로21번가길 57 한바다중학교 옥상,129.118176,35.15744437,정좌표,051,25,0101000020E610000082E50819C82360406F0B1A2327944140,66,0.085,0.015,-1,-1
275,부산,재송동,부산광역시 해운대구 센텀동로 191 동부하수처리장 (재송동),129.1212663,35.18349633,인근좌표,051,28,0101000020E61000006C13DD69E12360409C24C8CE7C974140,65,0.083,0.016,0.3,0.003
139,인천,논현,인천 남동구 청능대로611번길 54(논현동) 근린공원,126.7271214,37.40402214,정좌표,032,31,0101000020E6100000314E322889AE5F4079145BFFB6B34240,81,0.066,0.054,0.6,0.005
143,인천,서창,인천광역시 남동구 서창남로 101 서창어울근린공원 지장 (서창동),126.7461074,37.42750461,정좌표,032,30,0101000020E61000006E934039C0AF5F406C6B9778B8B64240,77,0.078,0.029,0.5,0.004
112,경기,장호원읍,경기 이천시 장호원읍 오남리 27 재래시장 공영주차장,127.6296594,37.11427797,정좌표,031,37,0101000020E61000009DA7F0564CE85F40D2E617A9A08E4240,111,0.131,0.013,0.4,0.004
29,경기,고덕면,경기도 평택시 고덕면 고덕국제2로 111 종덕초등학교 2층 옥상,127.0463368,37.05323037,정좌표,031,28,0101000020E61000007C26A02EF7C25F40E926B540D0864240,72,0.101,0.02,0.4,0.005
86,경기,신장동,경기 하남시 대청로 10 하남시청 종합민원실,127.2142822,37.53958186,정좌표,031,27,0101000020E61000005B47B0CCB6CD5F40801BB50411C54240,83,0.093,0.023,0.4,0.004
21,서울,용산구,서울 용산구 한남대로 136 서울특별시중부기술교육원,127.0048165,37.53983677,정좌표,02,43,0101000020E6100000CC7EDDE94EC05F40052A0C5F19C54240,85,0.078,0.022,0.5,0.004
23,서울,종로구,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",127.0050321,37.57206209,정좌표,02,37,0101000020E6100000883B287252C05F406CEA9F5439C94240,97,0.095,0.021,0.5,0.005
170,강원,인제읍,강원도 인제군 인제읍 비봉로44번길 93 인제군기상관측소,128.1667859,38.06014081,정좌표,033,5,0101000020E6100000E33D624F560560406F0DAEB1B2074340,46,0.07,0.003,0.1,0.003
405,전남,무안읍,전라남도 무안군 무안읍 성내1길 2 무안읍사무소,126.4763048,34.99029455,정좌표,061,24,0101000020E610000061BB20C77B9E5F401AD4C8F8C17E4140,63,0.093,0.006,0.4,0.004
13,서울,마포구,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,126.9055896,37.5555852,정좌표,02,49,0101000020E610000041E6142EF5B95F402112746A1DC74240,90,0.068,0.043,0.5,0.004
22,서울,은평구,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),126.9329377,37.6104943,정좌표,02,-1,0101000020E610000026AD5340B5BB5F407C725EAD24CE4240,-1,-1,-1,-1,-1
164,강원,석사동,강원 춘천시 외솔길 17(석사동 322-1) 강원도 개발공사 2층 옥상,127.7500586,37.85679041,정좌표,033,-1,0101000020E61000005945C9F500F05F40FC3CE34EABED4240,-1,-1,-1,-1,-1
258,부산,광복동,부산 중구 광복로 55번길 10 광복동주민센터 옥상,129.0303996,35.09995875,정좌표,051,-1,0101000020E6100000F8F99408F92060407A19C572CB8C4140,-1,-1,-1,-1,-1
277,부산,좌동,부산 해운대구 양운로 91 좌1동주민센터 옥상,129.1742073,35.17088505,정좌표,051,24,0101000020E61000002F07301B932560400B90B28FDF954140,62,0.086,0.007,0.4,0.002
212,충남,태안읍,충남 태안군 태안읍 군청6길 태안군장애인복지관,126.3013594,36.74684293,인근좌표,041,21,0101000020E6100000E6D5EF7849935F40A6CC938C985F4240,92,0.094,0.014,0.4,0.004
124,경기,청북읍,경기도 평택시 청북읍 안청로2길 60 청북문화센터,126.9181347,37.02067595,정좌표,031,33,0101000020E6100000A8740BB8C2BA5F4028887082A5824240,66,0.103,0.014,0.4,0.004
55,경기,미사,경기도 하남시 아리수로 531 미사2동 행정복지센터 (망월동),127.1860631,37.5671773,정좌표,031,28,0101000020E6100000835F3475E8CB5F404C44094499C84240,98,0.085,0.039,0.6,0.003
44,경기,남양읍,경기 화성시 남양읍 남양성지로 192-5 남양읍행정복지센터,126.8237709,37.21176436,정좌표,031,37,0101000020E610000060B994A9B8B45F40455434181B9B4240,81,0.101,0.02,0.4,0.005
276,부산,전포동,부산광역시 부산진구 전포대로209번길 26 놀이마루 운동장 남편 (전포동),129.0630949,35.15629452,정좌표,051,28,0101000020E61000006C8198DF04226040D6F8757501944140,78,0.091,0.016,0.3,0.003
272,부산,연산동,부산 연제구 중앙대로 1001 부산광역시청 녹음광장 창고,129.0755742,35.1804728,정좌표,051,31,0101000020E61000007CAD951A6B226040A5E892BB19974140,73,0.094,0.014,0.3,0.003
279,부산,청학동,부산광역시 영도구 청학남로13번길 18 청학동 어울림마당 (청학동),129.0594971,35.09075999,정좌표,051,23,0101000020E61000009E567666E7216040EB6AFA059E8B4140,63,0.087,0.014,0.3,0.004
280,부산,태종대,부산 영도구 전망로 24 태종대유원지관리사무소 3층,129.0797564,35.05969281,정좌표,051,17,0101000020E6100000B2344B5D8D226040D0609503A4874140,64,0.094,0.009,0.3,0.003
180,충남,공주,충남 공주시 봉황로 1 (공주시의회 옥상),127.1190689,36.44616123,정좌표,041,34,0101000020E610000020DE29D39EC75F40ECCBA9CF1B394240,67,0.108,0.009,0.3,0.005
68,경기,부발읍,경기도 이천시 부발읍 무촌로 117 부발보건지소 옥상,127.4866497,37.28327452,정좌표,031,34,0101000020E6100000ED86C84425DF5F405598E75642A44240,86,0.115,0.013,0.4,0.005
120,경기,창전동,경기 이천시 영창로 163번길 28 평생학습관 어르신쉼터,127.4407311,37.28338663,정좌표,031,32,0101000020E6100000203537F034DC5F40A1FC590346A44240,70,0.095,0.016,0.4,0.004
41,경기,금촌동,경기 파주시 후곡로 13 교육문화회관 별관,126.7741495,37.75605979,정좌표,031,41,0101000020E6100000BE2D58AA8BB15F4071EF3391C6E04240,94,0.098,0.026,0.5,0.004
79,경기,송북동,경기도 평택시 지산2로 113 송북동행정복지센터 (지산동),127.0600256,37.08157208,정좌표,031,31,0101000020E61000000F3B9D75D7C35F40F0EE33F4708A4240,77,0.104,0.016,0.4,0.005
273,부산,용수리,부산 기장군 정관읍 용수로 4 정관읍사무소 옥상,129.179762,35.3259785,정좌표,051,41,0101000020E610000009E23C9CC02560407D59DAA9B9A94140,81,0.112,0.017,0.3,0.005
312,대구,유가읍,대구광역시 달성군 유가읍 테크노북로6길 20 비슬공원,128.4597587,35.69470173,인근좌표,053,27,0101000020E6100000A691E057B60E60408D697DFCEBD84140,75,0.085,0.008,0.4,0.002
316,대구,침산동,대구광역시 북구 옥산로17길 21 대구일중학교 (침산동),128.5846337,35.88756206,정좌표,053,32,0101000020E610000077B4BB51B5126040696F32A29BF14140,69,0.09,0.016,0.3,0.001
44,경기,남양읍,경기 화성시 남양읍 남양성지로 192-5 남양읍행정복지센터,126.8237709,37.21176436,정좌표,031,37,0101000020E610000060B994A9B8B45F40455434181B9B4240,81,0.101,0.02,0.4,0.005
11,서울,동대문구,서울 동대문구 천호대로13길 43 용두초등학교,127.0289621,37.57615297,정좌표,02,35,0101000020E6100000B414DA83DAC15F4057D26961BFC94240,82,0.099,0.025,0.5,0.004
45,경기,내동,경기 부천시 삼작로 109 신흥동주민센터 앞 도로변,126.7733423,37.52046031,정좌표,031,60,0101000020E610000042C7B3707EB15F40732885719EC24240,128,0.078,0.046,0.6,0.005
116,경기,죽산면,경기도 안성시 죽산면 남부길 60 동안성시민복지센터 옥상,127.4244598,37.07467039,정좌표,031,41,0101000020E6100000DEDD6F592ADB5F40C983A1CC8E894240,95,0.114,0.009,0.4,0.003
65,경기,부곡3동,경기도 의왕시 덕영대로 166 부곡청소년문화의 집 (삼동),126.9573054,37.31771145,정좌표,031,-1,0101000020E61000003052DE7D44BD5F4049A8CFC4AAA84240,-1,-1,-1,-1,-1
374,경남,북부동,경상남도 양산시 북안남5길 21 중앙동주민센터 (북부동),129.0408452,35.34585635,정좌표,055,24,0101000020E61000005BC6979A4E216040952E580545AC4140,62,0.106,0.015,0.5,0.006
316,대구,침산동,대구광역시 북구 옥산로17길 21 대구일중학교 (침산동),128.5846337,35.88756206,정좌표,053,32,0101000020E610000077B4BB51B5126040696F32A29BF14140,69,0.09,0.016,0.3,0.001
314,대구,지산동,대구 수성구 지산동 761-11(한국환경공단) (무학로 209) 한국환경공단,128.6316753,35.83042827,정좌표,053,21,0101000020E61000001D661EAF3614604074A93A794BEA4140,58,0.083,0.015,-1,-1
309,대구,수창동,대구 중구 수창동 73 (수창초등학교)(달성로 22길 30) 수창초등학교,128.5843059,35.87439232,정좌표,053,30,0101000020E6100000846B49A2B212604004236916ECEF4140,62,0.094,0.027,0.3,0.002
86,경기,신장동,경기 하남시 대청로 10 하남시청 종합민원실,127.2142822,37.53958186,정좌표,031,27,0101000020E61000005B47B0CCB6CD5F40801BB50411C54240,83,0.093,0.023,0.4,0.004
281,부산,학장동,부산 사상구 대동로 205 학장초등학교 옥상,128.9845784,35.14596245,정좌표,051,35,0101000020E6100000238B8FAA811F6040D698C6E5AE924140,78,0.079,0.015,0.3,0.003
419,전남,영암읍,전라남도 영암군 영암읍 낭주로 202-2 영암 종합스포츠타운 야구장,126.7012941,34.8072483,정좌표,061,24,0101000020E61000002D18A600E2AC5F4034208CE953674140,53,0.079,0.014,-1,0.006
433,전남,화순읍,전라남도 화순군 화순읍 동헌길 9-24 화순군 CCTV 관제센터,126.9858968,35.06529163,정좌표,061,22,0101000020E6100000CA4EE4EE18BF5F40B9C6E3795B884140,58,0.096,0.013,0.2,0.006
433,전남,화순읍,전라남도 화순군 화순읍 동헌길 9-24 화순군 CCTV 관제센터,126.9858968,35.06529163,정좌표,061,22,0101000020E6100000CA4EE4EE18BF5F40B9C6E3795B884140,58,0.096,0.013,0.2,0.006
2,서울,강동구,서울 강동구 구천면로 42길 59 천호1동 주민센터,127.1367991,37.54502047,정좌표,02,36,0101000020E6100000D3270351C1C85F407826133BC3C54240,79,0.085,0.026,0.4,0.003
5,서울,관악구,서울 관악구 신림동길 14 신림동 주민센터,126.9271173,37.48740071,정좌표,02,41,0101000020E610000093C3CCE355BB5F40A4BF7E2563BE4240,81,0.069,0.045,0.6,0.005
6,서울,광진구,서울특별시 광진구 광나루로 571 구의 아리수정수센터,127.0931416,37.5458696,정좌표,02,42,0101000020E61000006A792F08F6C55F40B8F0170EDFC54240,90,0.091,0.022,0.5,0.004
279,부산,청학동,부산광역시 영도구 청학남로13번길 18 청학동 어울림마당 (청학동),129.0594971,35.09075999,정좌표,051,23,0101000020E61000009E567666E7216040EB6AFA059E8B4140,63,0.087,0.014,0.3,0.004
275,부산,재송동,부산광역시 해운대구 센텀동로 191 동부하수처리장 (재송동),129.1212663,35.18349633,인근좌표,051,28,0101000020E61000006C13DD69E12360409C24C8CE7C974140,65,0.083,0.016,0.3,0.003
485,제주,조천읍,제주특별자치도 제주시 조천읍 조천18길 11-1 조천읍 체육관,126.6438609,33.53979153,정좌표,064,16,0101000020E6100000152B590435A95F4000018CE317C54040,48,0.087,0.009,0.3,0.002
146,인천,송림,인천 동구 금곡로 67(송림동) 동구의회 옥상,126.6429062,37.47340672,정좌표,032,59,0101000020E610000052D90B6025A95F40A60D669798BC4240,130,0.062,0.06,0.8,0.005
148,인천,숭의,인천 미추홀구 독정안길 26 용정초등학교,126.6572348,37.45943743,정좌표,032,66,0101000020E6100000C2F28C2210AA5F40433480D8CEBA4240,132,0.049,0.083,0.7,0.005
155,인천,원당,인천 서구 고산후로121번길 7(원당동) 검단선사박물관 옥상,126.6986824,37.59444565,정좌표,032,40,0101000020E61000009C926236B7AC5F40EEFF88CB16CC4240,91,0.08,0.036,0.6,0.005
145,인천,송도,인천 연수구 갯벌로 12 테크노파크 3층 옥상,126.655842,37.38254209,정좌표,032,55,0101000020E6100000F855B950F9A95F405EF2A223F7B04240,117,0.068,0.071,0.7,0.004
464,전북,신풍동(군산),전북 군산시 대학로 215. 신풍동주민센터 옥상 ,126.700794,35.97286293,정좌표,063,33,0101000020E6100000EACE13CFD9AC5F409DEBC1C586FC4140,66,0.081,0.019,0.5,0.007
448,전북,고산면,전북 완주군 고산면 고산로 69-13 고산면주민자치센터 옥상,127.205685,35.97650469,정좌표,063,30,0101000020E6100000C7116BF129CD5F4066F80D1BFEFC4140,72,0.096,0.012,0.5,0.003
178,강원,황지동,강원도 태백시 태붐로 21 태백시청 부지 내 지상 (황지동),128.9863655,37.1647458,정좌표,033,-1,0101000020E6100000E38C614E901F6040A193EF6316954240,-1,-1,-1,-1,-1
265,부산,대저동,부산광역시 강서구 체육공원로 43 강서체육공원 (대저1동),128.9700072,35.21034094,정좌표,051,31,0101000020E61000004E1C8A4C0A1F6040AB27B173EC9A4140,78,0.08,0.023,0.4,0.003
288,울산,범서읍,울산광역시 울주군 범서읍 당앞로 14-50 천상정수사업소,129.227935,35.56907425,인근좌표,052,49,0101000020E6100000A453573E4B276040745FCE6CD7C84140,90,0.112,0.036,0.5,0.014
142,인천,삼산,인천 부평구 충선로 262 시냇물공원 (삼산동),126.7357683,37.51264403,정좌표,032,33,0101000020E6100000BF7BECD316AF5F4079ABCF519EC14240,81,0.076,0.035,0.6,0.004
157,인천,청라,인천 서구 크리스탈로 131 수질정화시설관리동 2층 옥상,126.6373308,37.53699952,인근좌표,032,46,0101000020E6100000F2AE1F07CAA85F40112F7866BCC44240,100,0.078,0.059,0.7,0.009
145,인천,송도,인천 연수구 갯벌로 12 테크노파크 3층 옥상,126.655842,37.38254209,정좌표,032,55,0101000020E6100000F855B950F9A95F405EF2A223F7B04240,117,0.068,0.071,0.7,0.004
455,전북,봉동읍,전라북도 완주군 봉동읍 삼봉로 933 3층 옥외광장,127.1658406,35.94172155,정좌표,063,30,0101000020E61000005656E4219DCA5F401E98ED548AF84140,64,0.094,0.015,0.4,0.002
290,울산,삼남읍,울산광역시 울주군 삼남읍 서향교1길 67-12 울주군보건소 옥상,129.1137363,35.55836372,정좌표,052,44,0101000020E6100000C71B4FBAA323604022565E7678C74140,90,0.129,0.019,0.5,0.01
293,울산,성남동,울산 중구 새즈믄해거리 28 농협 성남동 지점,129.3205004,35.55628939,정좌표,052,47,0101000020E61000005B0B0E8A412A6040B694A07D34C74140,87,0.093,0.032,0.5,0.007
441,광주,우산동(광주),광주광역시 광산구 우산동 1026-2 월곡119안전센터 인근 사유지 (우산동),126.8100849,35.15774996,정좌표,062,27,0101000020E6100000F11E566ED8B35F409992932631944140,70,0.108,0.015,0.5,0.006
7,서울,구로구,서울 구로구 가마산로 27길 45 구로고등학교,126.8894727,37.49775018,정좌표,02,50,0101000020E6100000D44BE71EEDB85F40CC562447B6BF4240,100,0.076,0.038,0.5,0.005
8,서울,금천구,서울 금천구 금하로21길 20 시흥5동 주민센터,126.9083066,37.45239622,정좌표,02,32,0101000020E61000006C6F01B221BA5F40F4DD8C1EE8B94240,72,0.08,0.026,0.4,0.004
326,경북,대광동,경북 김천시 공단2길 30-22 평생교육원 별관 2층 옥상,128.1372747,36.14427037,정좌표,054,22,0101000020E61000002F62E98D640460404677947377124240,52,0.052,0.012,0.3,0.003
171,강원,정선읍,강원도 정선군 정선읍 정선로 1331 정선읍행정복지센터 옥상,128.6617084,37.38006064,정좌표,033,9,0101000020E6100000A22F18B72C156040FFA5B9D3A5B04240,46,0.073,0.006,0.3,0.002
158,강원,갈말읍,강원도 철원군 갈말읍 삼부연로 51 철원군청,127.3125256,38.14631828,정좌표,033,30,0101000020E61000006BCA5F6B00D45F4018B4B18EBA124340,85,0.096,0.01,0.5,0.005
165,강원,신사우동,강원도 춘천시 사우4길 26 신사우도서관 2층 옥상 (우두동),127.7282018,37.90554365,정좌표,033,28,0101000020E6100000DAF8B8DB9AEE5F40DCECB4DAE8F34240,62,0.092,0.01,0.5,0.002
73,경기,새솔동,경기도 화성시 수노을중앙로 178 새솔동 행정복지센터 (새솔동),126.8187165,37.28124595,정좌표,031,39,0101000020E6100000840CE4D965B45F40F4B006DEFFA34240,96,0.085,0.04,0.8,0.005
324,경북,군위읍,경북 군위군 군위읍 군청로 158 군위종합테니스장 옥상,128.5738975,36.23709721,정좌표,054,26,0101000020E610000032384A5E5D12604020768D33591E4240,91,0.1,0.006,0.4,0.003
292,울산,상남리,울산 울주군 청량면 신덕하3길 5 청량면사무소 옥상,129.3057014,35.49319597,정좌표,052,39,0101000020E6100000ED6A4D4EC8296040A2D5A80B21BF4140,93,-1,0.033,0.5,0.007
298,울산,웅촌면,울산광역시 울주군 웅촌면 새초천길 12 웅촌운동장 주차장,129.2086459,35.46097672,정좌표,052,46,0101000020E6100000399E2A3AAD266040054F004901BB4140,88,0.112,0.013,0.5,0.005
373,경남,봉암동,경상남도 창원시 마산회원구 봉양로 148 봉암동 주민센터 (봉암동),128.6027417,35.2178965,정좌표,055,-1,0101000020E6100000EF2DF6A849136040D9B45208E49B4140,-1,0.064,0.049,0.5,0.005
156,인천,주안,인천광역시 미추홀구 구월남로 27 주안도서관 옥상 (주안동),126.6928788,37.4554995,정좌표,032,57,0101000020E6100000DF85522058AC5F4014ECBFCE4DBA4240,108,0.06,0.074,0.6,0.005
141,인천,부평,인천 부평구 부평대로88번길 19(부평동) 인천부평동초등학교 옥상,126.7242173,37.50004563,정좌표,032,40,0101000020E6100000A3AC849359AE5F40CAADC57E01C04240,86,0.073,0.039,0.6,0.006
134,인천,검단,인천 서구 검단로502번길 15(마전동) 검단출장소 옥상,126.6616308,37.60196447,정좌표,032,47,0101000020E6100000AF01B62858AA5F408200F82B0DCD4240,103,0.077,0.047,0.6,0.009
144,인천,석남,인천 서구 거북로 116(석남동) 석남2동 행정복지센터 옥상,126.6746087,37.50262976,정좌표,032,61,0101000020E61000003606F8C92CAB5F402199062C56C04240,103,-1,-1,-1,-1
151,인천,연희,인천 서구 심곡로 98(심곡동) 인천광역시 인재개발원 옥상,126.6805463,37.54160895,정좌표,032,54,0101000020E61000007C7A11128EAB5F4046BC2B7153C54240,98,0.082,0.074,0.7,0.009
140,인천,동춘,인천 연수구 원인재로 115(동춘동) 연수구의회 옥상,126.6783386,37.40949458,정좌표,032,64,0101000020E610000053A74DE669AB5F40A07E82516AB44240,117,0.053,0.079,0.6,0.006
451,전북,구이면,전라북도 완주군 구이면 덕천전원길 232-58 술테마박물관 부지,127.1361624,35.7260167,정좌표,063,19,0101000020E610000079BC7FE2B6C85F40C86C7F1DEEDC4140,45,0.091,0.007,0.2,0.003
470,전북,용동면,전북 익산시 용동면 용동1길 80-4 용동복지회관 옥상,126.9917049,36.10973182,정좌표,063,30,0101000020E61000001C32D41778BF5F40831D39B10B0E4240,55,0.101,0.006,0.4,0.004
476,전북,팔봉동,전북 익산시 무왕로 1338. 익산소방서 옥상,127.0051086,35.9622401,정좌표,063,23,0101000020E61000006A7B05B353C05F402C3300AF2AFB4140,55,0.062,0.001,0.5,0.003
450,전북,관촌면,전라북도 임실군 관촌면 사선1길 13 관촌면 행정복지센터 옥상,127.2708373,35.67382366,정좌표,063,21,0101000020E61000005D82F86555D15F404A7C8BDA3FD64140,65,0.092,0.01,0.4,0.004
122,경기,철산동,경기 광명시 시청로 20 광명시청 제1별관,126.8646648,37.47788647,정좌표,031,44,0101000020E6100000278007AB56B75F40EAEC43622BBD4240,108,0.075,0.043,0.4,0.003
471,전북,임실읍,전라북도 임실군 임실읍 운수로 33-50 청소년문화의집 옥상,127.2864686,35.61426821,정좌표,063,23,0101000020E61000002E15658055D25F4013763857A0CE4140,48,0.084,0.008,0.4,0.004
140,인천,동춘,인천 연수구 원인재로 115(동춘동) 연수구의회 옥상,126.6783386,37.40949458,정좌표,032,64,0101000020E610000053A74DE669AB5F40A07E82516AB44240,117,0.053,0.079,0.6,0.006
453,전북,모현동,전북 익산시 배산로 189-10 익산시 청소년문화의 집 옥상,126.9408959,35.95454707,정좌표,063,25,0101000020E610000031DC6FA337BC5F40411230992EFA4140,51,0.092,0.009,0.4,0.004
458,전북,삼기면,전북 익산시 삼기면 황금로 513 삼기면 행정복지센터 옥상,126.983671,36.02022533,정좌표,063,29,0101000020E610000083C13577F4BE5F404E735DBE96024240,62,0.098,0.008,0.3,0.004
475,전북,팔복동,전북 전주시 덕진구 서귀로 107 청소년자유센터 옥상 ,127.0870117,35.85144218,정좌표,063,32,0101000020E6100000A477859991C55F4079C4AE0EFCEC4140,67,0.087,0.019,0.3,0.003
291,울산,삼산동,울산 남구 삼산중로 131번길 36 삼산동 주민센터 옥상,129.3320285,35.54451335,정좌표,052,55,0101000020E6100000E19A3BFA9F2A6040223E0B9DB2C54140,100,0.093,0.037,0.5,0.009
51,경기,동구동,경기 구리시 동구릉로 217-14 시립동구어린이집,127.1384779,37.61839998,정좌표,031,35,0101000020E610000000EE68D2DCC85F4039F904BB27CF4240,87,0.067,0.018,0.4,0.004
110,경기,일동면,경기도 포천시 일동면 화동로1099번길 30 일동면행정복지센터,127.3172859,37.96127484,정좌표,031,27,0101000020E6100000D8FE84694ED45F404222D00D0BFB4240,59,0.08,0.008,0.4,0.004
441,광주,우산동(광주),광주광역시 광산구 우산동 1026-2 월곡119안전센터 인근 사유지 (우산동),126.8100849,35.15774996,정좌표,062,27,0101000020E6100000F11E566ED8B35F409992932631944140,70,0.108,0.015,0.5,0.006
442,광주,유촌동,광주광역시 서구 천변우하로 203 광주보건환경연구원 신청사 옥상 (유촌동),126.8439355,35.16156634,정좌표,062,30,0101000020E6100000BD1B0B0A03B65F409B37B134AE944140,69,0.106,0.012,0.5,0.005
357,경북,평화남산동(신음동),경상북도 김천시 평화순환길 291 평화남산동주민센터 옥상 (평화동),128.116137,36.12059787,정좌표,054,29,0101000020E6100000611BF164B703604002CF41C06F0F4240,62,0.086,0.007,0.2,0.003
157,인천,청라,인천 서구 크리스탈로 131 수질정화시설관리동 2층 옥상,126.6373308,37.53699952,인근좌표,032,46,0101000020E6100000F2AE1F07CAA85F40112F7866BCC44240,100,0.078,0.059,0.7,0.009
108,경기,이동읍,경기도 용인시 처인구 이동읍 경기동로 673 이동읍주민자치센터,127.1962151,37.14081918,정좌표,031,14,0101000020E6100000CF5EC7C98ECC5F40F15FE65C06924240,62,0.106,0.014,0.3,0.003
52,경기,동탄,경기 화성시 동탄반석로 87 동탄2동 행정복지센터,127.0723124,37.19694512,정좌표,031,-1,0101000020E6100000194630C4A0C45F40DFC0687F35994240,63,0.1,0.011,0.4,0.004
74,경기,서신면,경기도 화성시 서신면 궁평항로 1702 서신면사무소 옥상,126.7087695,37.16657853,정좌표,031,61,0101000020E6100000BFB9BF7A5CAD5F406B48FD7152954240,132,0.114,0.022,0.5,0.006
331,경북,보덕동,경북 경주시 경감로 587-18 경주스마트미디어센터 지상,129.2872754,35.83577683,정좌표,054,38,0101000020E610000040FE2D5C3129604062CD33BCFAEA4140,85,0.126,0.013,0.4,0.009
179,강원,횡성읍,강원도 횡성군 횡성읍 중앙로 30 친환경급식지원센터,127.9833478,37.48962854,정좌표,033,21,0101000020E6100000FD659C2BEFFE5F407E3EE325ACBE4240,66,0.088,0.012,0.4,0.002
461,전북,송천동,전라북도 전주시 덕진구 동부대로 1183 전주시 농수산물도매시장 관리동 (송천동2가),127.1168844,35.86804627,정좌표,063,54,0101000020E610000068DAB4087BC75F404B88E2231CEF4140,98,0.069,0.035,0.4,0.003
218,대전,둔산동,대전 서구 둔산서로 84(근로자 종합복지회관) 근로자 종합복지회관(3층 옥상),127.3834751,36.35430272,정좌표,042,19,0101000020E6100000245525DB8AD85F4055A4A1CA592D4240,48,0.072,0.015,0.5,0.003
59,경기,별양동,경기 과천시 코오롱로 53 문원초등학교,126.9950044,37.42401667,정좌표,031,-1,0101000020E61000001258EF26AEBF5F40EE4DA12D46B64240,-1,-1,-1,-1,-1
89,경기,안양6동,경기 안양시 만안구 안양로170번길 23 안양6동 행정복지센터,126.9305806,37.39006903,정좌표,031,57,0101000020E6100000B1D2EEA18EBB5F4027842FC8EDB14240,156,0.064,0.038,0.4,0.005
30,경기,고색동,경기 수원시 권선구 서부로 1600 수원시도로교통관리사업소,126.9766795,37.25229475,정좌표,031,18,0101000020E61000001DCBBBEA81BE5F40EB19C2314BA04240,93,0.093,0.018,0.4,0.003
63,경기,봉담읍,경기도 화성시 봉담읍 샘마을1길 8-4 화성시립봉담도서관 옥상,126.9490251,37.21941708,정좌표,031,30,0101000020E610000052E5C5D3BCBC5F405464DFDB159C4240,87,0.092,0.02,0.5,0.005
123,경기,청계동,경기도 화성시 동탄순환대로22길 13 예솔초등학교 (청계동),127.1193978,37.19655138,정좌표,031,18,0101000020E6100000B88DAB36A4C75F40B68A7A9828994240,60,0.092,0.012,0.4,0.005
348,경북,율곡동,경북 김천시 혁신4로 21 율곡동 주민센터 옥상 (율곡동),128.1836865,36.12143948,정좌표,054,17,0101000020E6100000EFC682C2E0056040898531548B0F4240,42,0.09,0.009,0.4,0.003
159,강원,금호동,강원도 속초시 중앙시장로 43 금호동주민센터 (중앙동),128.5882321,38.20693785,정좌표,033,22,0101000020E6100000A3FE1FCCD2126040FC0681F07C1A4340,46,0.038,0.01,0.3,0.003
175,강원,평창읍,강원 평창군 평창읍 종부로 61(종부리 504) 평창군보건의료원 2층 옥상,128.3889885,37.36090665,정좌표,033,-1,0101000020E6100000A5C00298720C60405754693032AE4240,60,0.077,0.012,0.5,0.003
248,충북,증평읍,충북 증평군 증평읍 송산리 123-2 폐수중계펌프장 지상,127.5870323,36.79219804,정좌표,043,-1,0101000020E6100000868CECEF91E55F40AEE0D0BE66654240,-1,-1,-1,-1,-1
472,전북,장수읍,전라북도 장수군 장수읍 호비로 10 장수군청 옥상,127.5212107,35.648273,정좌표,063,9,0101000020E6100000D1B41F845BE15F409EF0129CFAD24140,32,0.069,0.004,0.3,0.003
466,전북,연지동,전북 정읍시 조곡천1길 7. 여성문화관 옥상 ,126.8459051,35.56846465,정좌표,063,25,0101000020E61000004101254F23B65F404F571C73C3C84140,82,0.082,0.01,0.5,0.003
329,경북,명륜동,경북 안동시 퇴계로 115 (명륜동) 안동시청 경민관 옥상,128.7296039,36.56842944,정좌표,054,21,0101000020E6100000173147EA581760401A71BF4BC2484240,59,0.094,0.008,0.5,0.002
338,경북,영덕읍,경북 영덕군 영덕읍 삼근길 6-7 영덕군민운동장 옆,129.3638075,36.42027324,정좌표,054,21,0101000020E61000004451A04FA42B60408C977683CB354240,60,0.101,0.008,0.5,0.004
459,전북,삼천동,전북 전주시 완산구 용리로 107 삼천도서관 옥상,127.1216841,35.79894498,정좌표,063,31,0101000020E61000005D7C1BACC9C75F40A23340D443E64140,70,0.094,0.01,0.4,0.003
459,전북,삼천동,전북 전주시 완산구 용리로 107 삼천도서관 옥상,127.1216841,35.79894498,정좌표,063,31,0101000020E61000005D7C1BACC9C75F40A23340D443E64140,70,0.094,0.01,0.4,0.003
